285,22.4,24.2
286,22.8,24.2
287,23.2,24.4
288,23.2,24.8
289,23.4,25.2
290,23.8,25.2
291,24.2,25.4
292,24.2,25.8
293,24.4,26.2
294,24.8,26.2
295,25.2,26.4
296,25.2,26.8
297,25.4,27.2
298,25.8,27.2
299,26.2,27.4
300,26.2,27.8
301,26.4,28.2
302,26.8,28.2
303,27.2,28.4
304,27.2,28.8
305,27.4,29.2
306,27.8,29.2
307,28.2,29.4
308,28.2,29.8
309,28.4,30.2
310,28.8,30.2
311,29.2,30.4
312,29.2,30.8
313,29.4,31.2
314,29.8,31.2
315,30.2,31.4
316,30.2,31.8
317,30.4,32.2
318,30.8,32.2
319,31.2,32.4
320,31.2,32.8
321,31.4,33.2
322,31.8,33.2
323,32.2,33.4
324,32.2,33.8
325,32.4,34.2
326,32.8,34.2
327,33.2,34.4
328,33.2,34.8
329,33.4,35.2
330,33.8,35.2
331,34.2,35.4
332,34.2,35.8
333,34.4,36.2
334,34.8,36.2
335,35.2,36.4
336,35.2,36.8
337,35.4,37.2
338,35.8,37.2
339,36.2,37.4
340,36.2,37.8
341,36.4,38.2
342,36.8,38.2
343,37.2,38.4
344,37.2,38.8
345,37.4,39.2
346,37.8,39.2
347,38.2,39.4
348,38.2,39.8
349,38.4,40.2
350,38.8,40.2
351,39.2,40.4
352,39.2,40.8
353,39.4,41.2
354,39.8,41.2
355,40.2,41.4
356,40.2,41.8
357,40.4,42.2
358,40.8,42.2
359,41.2,42.4
360,41.2,42.8
361,41.4,43.2
362,41.8,43.2
363,42.2,43.4
364,42.2,43.8
365,42.4,44.2
366,42.8,44.2
367,43.2,44.4
368,43.2,44.8
369,43.4,45.2
370,43.8,45.2
371,44.2,45.4
372,44.2,45.8
373,44.4,46.2
374,44.8,46.2
375,45.2,46.4
376,45.2,46.8
377,45.4,47.2
378,45.8,47.2
379,46.2,47.4
380,46.2,47.8
381,46.4,48.2
382,46.8,48.2
383,47.2,48.4
384,0,0
385,0,0
386,0,0
387,0,0
388,0,0
389,0,0
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,0,0
396,0,0
397,0,0
398,0.8,2.2
399,1.2,2.4
400,1.2,2.8
401,1.4,3.2
402,1.8,3.2
403,2.2,3.4
404,2.2,3.8
405,2.4,4.2
406,2.8,4.2
407,3.2,4.4
408,3.2,4.8
409,3.4,5.2
410,3.8,5.2
411,4.2,5.4
412,4.2,5.8
413,4.4,6.2
414,4.8,6.2
415,5.2,6.4
416,5.2,6.8
417,5.4,7.2
418,5.8,7.2
419,6.2,7.4
420,6.2,7.8
421,6.4,8.2
422,6.8,8.2
423,7.2,8.4
424,7.2,8.8
425,7.4,9.2
426,7.8,9.2
427,8.2,9.4
428,8.2,9.8
429,8.4,10.2
430,8.8,10.2
431,9.2,10.4
432,9.2,10.8
433,9.4,11.2
434,9.8,11.2
435,10.2,11.4
436,10.2,11.8
437,10.4,12.2
438,10.8,12.2
439,11.2,12.4
440,11.2,12.8
441,11.4,13.2
442,11.8,13.2
443,12.2,13.4
444,12.2,13.8
445,12.4,14.2
446,12.8,14.2
447,13.2,14.4
448,13.2,14.8
449,13.4,15.2
450,13.8,15.2
451,14.2,15.4
452,14.2,15.8
453,14.4,16.2
454,14.8,16.2
455,15.2,16.4
456,15.2,16.8
457,15.4,17.2
458,15.8,17.2
459,16.2,17.4
460,16.2,17.8
461,16.4,18.2
462,16.8,18.2
463,17.2,18.4
464,17.2,18.8
465,17.4,19.2
466,17.8,19.2
467,18.2,19.4
468,18.2,19.8
469,18.4,20.2
470,18.8,20.2
471,19.2,20.4
472,19.2,20.8
473,19.4,21.2
474,19.8,21.2
475,20.2,21.4
476,20.2,21.8
477,20.4,22.2
478,20.8,22.2
479,21.2,22.4
480,21.2,22.8
481,21.4,23.2
482,21.8,23.2
483,22.2,23.4
484,22.2,23.8
485,22.4,24.2
486,22.8,24.2
487,23.2,24.4
488,23.2,24.8
489,23.4,25.2
490,23.8,25.2
491,24.2,25.4
492,24.2,25.8
493,24.4,26.2
494,24.8,26.2
495,25.2,26.4
496,25.2,26.8
497,25.4,27.2
498,25.8,27.2
499,26.2,27.4
